imei,c.android.youtube,c.katana,c.dogalize,c.android.chrome,c.android.gm,c.UCMobile.x86,c.raider,c.android.vending,c.updateassist,c.UCMobile.intl,p.android.chrome,p.android.documentsui,p.android.packageinstaller,p.android.settings,p.android.gm,p.android.externalstorage,p.system,p.android.gms,p.dogalize,p.process.gapps,p.katana,p.google,p.notifier,p.android.defcontainer,p.android.vending,p.inputmethod.latin,p.simulator,p.olauncher,p.browser.provider,p.gms.persistent,mwra
0.2018737190121796,0.8432454702912554,0.34509380478333657,0.5187620879796796,0.48182034888867464,0.6056004437775658,0.676492854893455,0.8216391841873061,0.9493995017108745,0.5654664714975233,0.35893639684525813,0.7469341030467835,0.6936749190235596,0.7467688154735619,0.4527470937370992,0.8717709736183167,0.17800997372379695,0.6828548470347349,0.3374664514279613,0.5356711121556401,0.5547990867117447,0.3240560529998234,0.376504802278152,0.7778290263832353,0.7734150043637027,0.33834018552926487,0.11453592887268599,0.9034428593460915,0.7208341751024326,0.13781032297216178,0.3247229119481774,0.0
0.6409440487126825,0.6387722586421091,0.6682940669741468,0.06602143844766323,0.6428997551248138,0.1737698077311114,0.4839778063304017,0.8231382370033861,0.5464917087856728,0.6410282210502025,0.0,0.5211456541571002,0.7687321302949371,0.4876948444945973,0.5742214367678836,0.5210523616697125,0.27679330062238056,0.6133393694758326,0.3851002607667489,0.3205221366831384,0.6318991251132111,0.3027312804866332,0.3366685500712693,0.415382183178718,0.6802683758507468,0.8607551090083498,0.4577217759942232,0.3031294058779835,0.70452441717569,0.11176602006357317,0.9195373880842967,1.0
0.20187371901217976,0.812232822800778,0.6005970365439124,0.7217330807442879,0.5259981836155652,0.5166933566663886,0.540168142864432,0.6624718950800391,0.7728292967061399,0.953246176339781,0.8192472957663192,0.61189863589652,0.32774673319527436,0.6436729309820013,0.8673084264551487,0.649321447778597,0.4884208559212825,0.5905654460522034,0.5805207128362424,0.7608569228219106,0.5188007301636478,0.4080895528286156,0.19633417530661712,0.2747575100704446,0.1897397605793339,0.07228883976977418,0.7076651527528931,0.6449621276456114,0.15614918382268855,0.6749724842822009,0.6574646702837172,1.0
4.440892098500626e-16,0.477799405589276,0.7093598317462132,0.7212342688037567,0.7319866526690115,0.8022708791864365,0.4659367594840344,0.4059871553103179,0.3125990255886211,0.16272543878300427,0.5022310254315991,0.5051052780725056,0.3536186355158631,0.20408534956521968,0.2243593119916516,0.43130713069261994,0.49357784682460176,0.46899454454192047,0.43233230655218025,0.2657641654555718,0.4658229128534175,0.24311615489288474,0.03505966904813118,0.29347272833439175,0.5729262476037378,0.08252316293023376,0.09595256635408839,0.7231328995094988,0.4523651278904861,0.52904981653068,0.6336716164016232,1.0
0.9999999999999998,0.45258833990214914,0.6144873746482695,0.6447277896750703,0.5903040967734954,0.9143781294118999,0.37486582198857454,0.6535483806005475,0.456881174765808,0.5653690562996293,0.9479696188059452,0.5695645591375421,0.8446918523914388,0.5270573379936969,0.5609892669170582,0.70425355662953,0.7950124497895908,0.029433736902905905,0.6879801827238216,0.5358320460421873,0.593302213532785,0.43796336463643243,0.587001611238735,0.5026017151093252,0.4399595515351059,0.35955758107397906,0.7217785851632889,0.6530645674041017,0.9437079537671027,0.3679277958066871,0.09337107089911645,1.0
0.2018737190121796,0.6072691398756037,0.33573621737598663,0.8153824583526545,0.6734417845522446,0.2622957771727591,0.43563832710962735,0.016669327924609845,0.8603180268599839,0.308306935843437,0.3523638702557702,0.6574049115395451,0.6588576605131797,0.3742347803187168,0.47728007925568805,0.7197355969036683,0.19393318129966247,0.5020858215060671,0.40331484201937184,0.9553120549150382,0.2748964544279138,0.6884271361764286,0.4586871239095469,0.694320387214266,0.9869781865141772,0.45453540217610544,0.9901987018987627,0.11391058110813584,0.4180754475170494,0.7502824475397235,0.5060620161098355,0.0
0.9999999999999998,0.5626643151384118,0.7805653527493894,0.6038723457891934,0.8582250551503274,0.5834893163496059,0.38755119810647765,0.7788070022075001,0.5128683058060571,0.18721655904459444,0.9634113894908217,0.3977615827424228,0.4198832577985344,0.20950149475658203,0.3060486337427904,0.545626041138556,0.3885939163753268,0.4981032352097826,0.29620100501502467,0.07074370423595028,0.44674780241723117,0.5060016271362267,0.6180232315601695,0.5108336353194786,0.395295310380945,0.9117433239718079,0.4841795343792661,0.8123295758845641,0.636437992788087,0.4509315586441661,0.9071655294252756,0.0
0.9999999999999998,0.3756719603441891,0.4923236467600632,0.6148268632803335,0.5375086403077047,0.6032832957026496,0.5575273929339855,0.9243306284276958,0.1771768710907985,0.7191064099914607,0.13300141845123148,0.5786922624131284,0.4412233900190571,0.0658771434825785,0.27496250942190437,0.5628498490478353,0.3154637442975647,0.514142737934428,0.63045938072316,0.5833995099149354,0.7253429892215831,0.554910280891304,0.6415899685772951,0.5014668545536801,0.9300203842552514,0.8990637954631442,0.24628022588110393,0.37988729959300405,0.8771585582845473,0.8743806843218573,0.21295775182565357,1.0
0.6409440487126825,0.5005108671271289,0.573862799910873,0.7764400593624764,0.8864914046268999,0.4755500441000483,0.21520573356579897,0.2027560896527798,0.6444551896941138,0.5855253591469498,0.5783815661447496,0.31310137566052276,0.6056647684755512,0.5082883333689174,0.6031760695121858,0.5684668578627636,0.3378832660553002,0.3242344806004948,0.7726444629153629,0.027132947150421305,0.49151764874085807,0.6224666230424372,0.5430915214464295,0.20125253430037565,0.6751565946143704,0.6115285635384456,0.24903963290629944,0.8965829038559348,0.7491434473009249,0.8497308329982775,0.8312058013483055,1.0
0.9999999999999998,0.38284799601560954,0.5178460945969319,0.5443577745333178,0.6394959102451248,0.5358725831980597,0.9000964897229846,0.903977887490504,0.9181540199390795,0.6217196358989797,0.28640249169009774,0.56604061102886,0.5695362923727143,0.5467379332738141,0.7724907367744284,0.3267385139724649,0.5668419819427227,0.004042992675096557,0.92158910471912,0.5176407720650751,0.7583303542530627,0.5094564458582452,0.49965696445820307,0.3627264089815059,0.7490296201132702,0.9498827821210973,0.38668669098987185,0.7656422805833687,0.6131375597567501,0.10398540738436202,0.7342636176889702,1.0
0.6409440487126825,0.49162841568973514,0.5114326766818036,0.49439343696577703,0.7118491006243287,0.46991955606239044,0.5943290748577144,0.2570603720933671,0.7370099713941461,0.500388496250854,0.9324466310303247,0.09831621307695937,0.36567302297306076,0.2493553977750983,0.39989054561882564,0.5087388509341627,0.29269793422764134,0.5152987596020198,0.20370952993412267,0.0037282711805676216,0.8096896119324608,0.39708939443643754,0.4951924340952037,0.364251256665004,0.5012674787919891,0.8346366221240475,0.4802113067193412,0.6630602916426215,0.32752873207968874,0.2967618032705254,0.6305052252393528,1.0
0.9999999999999998,0.2386748315163768,0.29903470750153954,0.7236250739401294,0.4635509815030434,0.3012146449683909,0.5543311904398905,0.8290990766111533,0.7845360191495054,0.886477319381691,0.17707697453581056,0.6436186224719831,0.5807785098661916,0.386195756630222,0.4151579124834376,0.6822368289362022,0.580907334021042,0.3621259300951677,0.3657320907101714,0.9079685897467018,0.47982173233609593,0.32074978734932796,0.5964457942351656,0.5017577693351422,0.5178165874646906,0.817658643670652,0.4914960339931896,0.26096150199295837,0.5457466710464645,0.14753569671877392,0.9485113025268745,0.0
0.0,0.19408700141359625,0.45332032392408905,0.5313058102858651,0.4425675507717155,0.17089601546705524,0.9674944403608703,0.5423385511787496,0.11872260992125583,0.483617566740391,0.8638100415112526,0.6677925592678111,0.35571496328881,0.5346082194909475,0.5652602244217263,0.3023425363266183,0.918180170966186,0.31974208033231033,0.5956872549265795,0.9830703498891409,0.4986815306196671,0.5088172295347636,0.249054173692182,0.3208686465774703,0.6264370270520044,0.5526816267060304,0.6963652080265518,0.6925496124522715,0.17740412049813253,0.12710261057163152,0.8203798598625635,0.0
0.9999999999999998,0.6883660315314858,0.4374441672326825,0.8357223087571627,0.7204730684346334,0.20179217596774196,0.5928786269775463,0.5578081388036601,0.9144196469917614,0.13227269797011215,0.8722226820703116,0.5904056790885324,0.6882090747455305,0.2836505284435844,0.5993324432207878,0.7161463741458235,0.22013858345422374,0.5634470375576208,0.7115678401649332,0.6458028054068534,0.42015417919798603,0.5963889039759112,0.8509125837787541,0.37341273698804955,0.32341891959294644,0.6916103133512173,0.8082912078884614,0.7445393479392844,0.924719771508318,0.8847190341750912,0.11445242537393707,0.0
0.6409440487126825,0.5948956660067448,0.14873650905091895,0.8308073585064093,0.3669765132505332,0.1934414257002574,0.793865272446103,0.863339200654003,0.2700007283927342,0.7049891936820591,0.8694532751676282,0.5089793738321444,0.9026602799926386,0.3760019283535703,0.6262665725249936,0.38478831919056367,0.570191804155379,0.1384931324587289,0.9573114651901373,0.2771977355028543,0.4939460256780321,0.7079658686842738,0.16093798464792564,0.489408023079881,0.32013638548577006,0.74020103746002,0.9600408076536309,0.29547355967098926,0.2847277545142899,0.2805544695239512,0.971405834045814,0.0
0.6409440487126825,0.3795514639155597,0.2884457642775188,0.2308196122947404,0.3129946109899905,0.7928159628949882,0.962726018464904,0.4027332403327629,0.6094131204114046,0.13690782001680907,0.9600461956804771,0.5714965896522777,0.7637724064070981,0.6523184018484318,0.6483004809708172,0.706149351840469,0.20081515856092513,0.32573654614765973,0.7515578898911537,0.5452339722819913,0.43573955997276653,0.4589940854184076,0.7374073678201176,0.4410921333258173,0.47456406997933875,0.5516590889952883,0.8737852547634232,0.6104016033719737,0.841286727091555,0.7021110265302332,0.475589930327232,1.0
0.2018737190121796,0.5079786084416985,0.5400119581000488,0.7771404075302355,0.3476086188515764,0.31818382335983175,0.5252634523396043,0.45064907736185406,0.9525389204055053,0.4407571731340717,0.7404513973833822,0.8186576402217857,0.22575775321311697,0.6111559931208145,0.5401333549822936,0.45237638129564783,0.5140729904036695,0.3705528827390383,0.9517092548879926,0.5356711121556401,0.2045062389046826,0.3605010234452882,0.41391889247858393,0.4239310634675803,0.9522118651255199,0.8569938184101291,0.1591601748299834,0.42414875704350763,0.3406363967845122,0.6274453570162354,0.9414661357495029,1.0
0.6409440487126825,0.6361724059876643,0.1896468899019959,0.5795749505916402,0.32953889146035875,0.1459724779534401,0.815614635127462,0.6522210971951216,0.46469609932874095,0.7992550206609633,0.7604027436598472,0.6054026505134418,0.61536184249315,0.4526741560496478,0.3728929445575838,0.6312783982219099,0.46528569898955674,0.47696099089737776,0.3601146507215577,0.7266952026417882,0.5406245170680669,0.6608642663129225,0.3782427231965485,0.6135615558742215,0.7750923465981896,0.9349584205884016,0.49914856510457356,0.6833146359587585,0.5541239252493614,0.28894153236796377,0.1488118597940125,0.0
2.220446049250313e-16,0.5257689346869026,0.574381129802384,0.45017780855589096,0.7211848166446435,0.6727240100234658,0.5729633430981766,0.14127701546875227,0.5257741810812544,0.6629126789190801,0.23015652153851074,0.42858297300705345,0.46846709682181975,0.38109466943769177,0.5227146030521624,0.38452235901984977,0.4500376259295057,0.5217173500352255,0.1651495912565304,0.10606102780516358,0.4465008102027074,0.46880609770544307,0.33934439305505903,0.3484925584392593,0.42571311805884254,0.7366044306265094,0.3531353834309089,0.8772385271009859,0.8038735826385061,0.03064107424314566,0.9121870223922125,1.0
4.440892098500626e-16,0.24165445451369583,0.49629735975742595,0.35255209779300933,0.636822975433275,0.867398527357385,0.8905361800396014,0.9169242693260724,0.4102015660463748,0.3176838071655951,0.3573554018418845,0.3832617736270425,0.20056101142437416,0.5683399092646512,0.5352854903971047,0.4114190172853909,0.6434179820786429,0.27502184754138237,0.46987705349214953,0.059945994919348045,0.6946919304567911,0.5807492210517942,0.6009591167483478,0.6577011919918687,0.6985651545239066,0.28754770153776277,0.5725786283170625,0.7204199515210206,0.47679536813830903,0.6732690526795414,0.14620289151118104,1.0
0.9999999999999998,0.5603609879266971,0.5878894864483004,0.4092477916401158,0.6354783655115976,0.6877272967892927,0.8108782132707273,0.29054314995218233,0.5775779604189049,0.8548320604581239,0.5837517416566335,0.36729975599445425,0.18976995039089495,0.1791294649544195,0.22709319405041428,0.6115848974401497,0.48300428833802583,0.48860558094808104,0.3537506321905643,0.04999291680457185,0.6058425541915131,0.5260697820683823,0.5454346484902136,0.48242185591492515,0.9112089153511556,0.14294649092078626,0.17210139176344252,0.41138743270224176,0.7821495692509932,0.6973283082995869,0.07795031009848019,1.0
0.9999999999999998,0.304778229060336,0.6009386358557589,0.6274677206165032,0.7321342192542373,0.6337230547685128,0.5414795489447635,0.8962372504716947,0.715264188619767,0.39882887652288634,0.8834502542387643,0.6310118857589727,0.8792268227457929,0.4007835651995699,0.5144318288955259,0.6965354097105125,0.6601768170766749,0.13553355213566753,0.23712622831955482,0.8543897899168629,0.6903114392549511,0.4946547457436266,0.6154430546172244,0.6398816731278841,0.6866434254300984,0.8282115464541652,0.4950501886224946,0.12113971942910334,0.10572883508702424,0.020401218813762445,0.6265136739940346,1.0
0.20187371901217976,0.6587375590815366,0.3172931319824036,0.533164468832979,0.4189015938492229,0.7316622857907504,0.7597565294095154,0.1542561038083124,0.3132080725007081,0.6223228565084168,0.3637100969735794,0.655412858110991,0.7680598157208796,0.7764164367218687,0.4499172764225527,0.7232317194483406,0.1840819441219516,0.5228732253926944,0.9685299755984902,0.9493265101775898,0.5130930115926351,0.4114015883982212,0.6763294416213963,0.7961401716343258,0.5918284301908993,0.49089093008264145,0.8685467656143966,0.8069973401891114,0.9424255340406571,0.8891971102518177,0.7891567839898296,0.0
0.9999999999999998,0.4330082087713518,0.38915417153053244,0.9041262803963354,0.5397935600169579,0.24650766489710482,0.8856995881810641,0.8515207560119242,0.3708548273664332,0.7153568844435247,0.3188159264386492,0.6266100644900157,0.5925231334319087,0.3314390421952673,0.5306389492117242,0.6616519859623907,0.4792034219999363,0.5446761161857455,0.6793717314864022,0.8341784902623108,0.706839182137369,0.515302447911682,0.537635192441929,0.5735096015894425,0.5748454974503971,0.4028925627513241,0.20807480574984305,0.7603210275732316,0.5509256183151775,0.4726994720909472,0.48992731719185323,0.0
