p.katana,p.android.gm,p.android.documentsui,mwra
0.3240560529998234,0.8717709736183167,0.6936749190235596,0.0
0.3027312804866332,0.5210523616697125,0.7687321302949371,1.0
0.4080895528286156,0.649321447778597,0.32774673319527436,1.0
0.24311615489288474,0.43130713069261994,0.3536186355158631,1.0
0.43796336463643243,0.70425355662953,0.8446918523914388,1.0
0.6884271361764286,0.7197355969036683,0.6588576605131797,0.0
0.5060016271362267,0.545626041138556,0.4198832577985344,0.0
0.554910280891304,0.5628498490478353,0.4412233900190571,1.0
0.6224666230424372,0.5684668578627636,0.6056647684755512,1.0
0.5094564458582452,0.3267385139724649,0.5695362923727143,1.0
0.39708939443643754,0.5087388509341627,0.36567302297306076,1.0
0.32074978734932796,0.6822368289362022,0.5807785098661916,0.0
0.5088172295347636,0.3023425363266183,0.35571496328881,0.0
0.5963889039759112,0.7161463741458235,0.6882090747455305,0.0
0.7079658686842738,0.38478831919056367,0.9026602799926386,0.0
0.4589940854184076,0.706149351840469,0.7637724064070981,1.0
0.3605010234452882,0.45237638129564783,0.22575775321311697,1.0
0.6608642663129225,0.6312783982219099,0.61536184249315,0.0
0.46880609770544307,0.38452235901984977,0.46846709682181975,1.0
0.5807492210517942,0.4114190172853909,0.20056101142437416,1.0
0.5260697820683823,0.6115848974401497,0.18976995039089495,1.0
0.4946547457436266,0.6965354097105125,0.8792268227457929,1.0
0.4114015883982212,0.7232317194483406,0.7680598157208796,0.0
0.515302447911682,0.6616519859623907,0.5925231334319087,0.0
0.2627542254494731,0.634169343448494,0.4774981683602433,1.0
0.4032962850600428,0.7759630744413075,0.6242081312251097,0.0
0.39308282555077545,0.6033202663763373,0.36806204191037084,1.0
0.6746444058285747,0.9054524665399549,0.621319269359572,0.0
0.5648754010688211,0.5412636160929263,0.5000941595704579,1.0
0.5091878195475259,0.8147710757062098,0.60596199857099,1.0
0.47655271953179784,0.35327088082336044,0.1391780078276319,0.0
0.8349903193524965,0.44750431736805707,0.2253726542707683,1.0
0.3577005244967557,0.4726976304198829,0.4890146621630549,1.0
0.40292463372108495,0.8651984712697852,0.43201885673956764,1.0
0.2009450848386452,0.5831306309553969,0.543149704405294,1.0
0.5329509871471432,0.5345489459144094,0.5421367632767031,1.0
0.7763017418455491,0.4707505669714198,0.3167507542250184,1.0
0.673441920847858,0.5027670381586271,0.270597326071759,1.0
0.614559548134418,0.7701576216377255,0.5697127396914513,0.0
0.5512449338803634,0.6298209486632778,0.4814883999143763,1.0
0.49567171560322026,0.31606891293951056,0.34382168333755875,1.0
0.5269074921903993,0.38219054333393576,0.310134405005253,1.0
0.5527152945541898,0.6765565076500942,0.5739989635780793,0.0
0.45066860957654337,0.7246322491593684,0.44469170761248666,1.0
0.3348550628994047,0.6122731861269008,0.6006569144603522,1.0
0.6815834162010846,0.260136404002389,0.617078908681182,1.0
0.7301288395014692,0.3825113754278909,0.24466726782952425,1.0
0.7513192748827114,0.5391625161436416,0.766506025154076,0.0
0.4021116600320835,0.5113296691782505,0.5554301736216225,1.0
0.8201883716002898,0.3316193505228916,0.2998398768368436,1.0
0.6562534445853316,0.5932619923571066,0.36015585169783143,1.0
0.632013909923319,0.3646387853738159,0.7566728524871544,1.0
0.552553060917287,0.42582100462420996,0.5826663915221721,1.0
0.6729956689377176,0.26493625698127204,0.3264763894885865,1.0
0.6594312203623344,0.6709311570489469,0.7564313688589521,0.0
0.4537139424562229,0.8080010806745839,0.6182559940987452,0.0
0.5496746455625856,0.5832505068066659,0.36009170685554803,1.0
0.6448431771743642,0.6258631359790345,0.3397495727693354,1.0
0.6895449470501221,0.40764098788792613,0.2127379514598018,1.0
0.38298722003826474,0.537669434428901,0.6373624573085819,1.0
0.6773171316185949,0.8002014384580836,0.8130647881600884,0.0
0.33935230471984484,0.2880077769212545,0.6195020570139215,1.0
0.500697208382283,0.43241882844115953,0.34684121020670744,1.0
0.4945161239652338,0.45368431082620486,0.4922112799411818,1.0
0.8089508609551679,0.5827328559987041,0.6233726228557166,0.0
0.2916626772556058,0.4510394118556166,0.5464887592041523,1.0
0.7840249827190195,0.6368261845610916,0.6404383059194613,0.0
0.42504332343426965,0.6210178459705094,0.5391606682704525,1.0
0.889891054996236,0.4214722820213864,0.5140148203351643,1.0
0.19010245100976197,0.7674792998947194,0.3004190116005085,1.0
0.571788127354889,0.5736332935430765,0.6910543673855019,1.0
0.19772053509189835,0.22587520264950006,0.1737937358355664,1.0
0.8616608741110543,0.49603387293180323,0.17299328053975022,1.0
0.7646790043521643,0.8721851227227466,0.7285616882714703,0.0
0.7716352490800114,0.4592972479434317,0.38102590859382235,1.0
0.850299636439387,0.5495275704421567,0.6590838102208629,0.0
0.5489586258243369,0.6320943147193293,0.3909583159110656,1.0
0.6049711282616445,0.6462203854782217,0.48431822432512917,1.0
0.036631029903756884,0.8775199749635711,0.5991806491312311,0.0
0.4695436566401053,0.6371031118429624,0.6217470178165027,1.0
0.9382669865554316,0.6920886461551253,0.5642070105540127,1.0
0.4306115502581417,0.571793303662853,0.47086141249178165,1.0
0.5223007678730521,0.42845369426180185,0.5152696318035251,1.0
0.5426928832835907,0.6993439195386596,0.2032951438952023,1.0
0.46578255291965953,0.5305201435364831,0.25187350943118236,1.0
0.4801757518418097,0.5386429459270582,0.3890019915841923,1.0
0.6130020910461236,0.5446470412806377,0.27587104735639073,1.0
0.21788586063561532,0.4974060744879951,0.6172096120716537,1.0
0.15016840251422575,0.3251821503890645,0.3983623544677627,1.0
0.609225344079509,0.800305728211639,0.6100880019267709,0.0
0.3693188471534725,0.5337783518359607,0.5810396742725646,1.0
0.4974543722679371,0.5986893830592028,0.14952956403805268,1.0
0.6722413386909866,0.7090524030216018,0.475252021949768,1.0
0.5259640124571141,0.7214034383467172,0.579163184417114,1.0
0.4014388170722482,0.5859986558555761,0.783798553724897,1.0
0.6013001069575838,0.2702860025982395,0.4522248621919434,1.0
0.3985283320847257,0.46368375938839856,0.4373746524063984,1.0
0.41442559669272294,0.556840291319396,0.6296269971158325,1.0
0.42172271751324364,0.5040256215257668,0.3458019902098657,1.0
0.5944165779373876,0.5424710695021357,0.34262998654775423,1.0
0.727056605591655,0.4639196101370479,0.5997573872504256,1.0
0.26111623336750106,0.45723079886943097,0.3803468264422212,1.0
0.25324227881381184,0.5615231081168333,0.5831202294645479,1.0
0.29310674368400247,0.5628362658382101,0.3515411141469116,1.0
0.5067200706021984,0.4841543408013656,0.3184838691311557,1.0
0.5986410325680265,0.6024218253492223,0.3440541173665854,1.0
0.40107051580008,0.5488752701978643,0.5894248267797657,0.0
0.6530619669647282,0.5373472109226045,0.7406885553814443,0.0
0.6469279976011338,0.49518774942217625,0.1434310362872857,1.0
0.6219582475572824,0.5193114898487238,0.5097357218443636,1.0
0.24995994151067075,0.41401898196626274,0.4184980273502955,1.0
0.8315905449353742,0.8642515322203717,0.5601407627793249,0.0
0.4790010838983903,0.7864189072569501,0.7570544488671891,0.0
0.5002251185708056,0.6455304061397378,0.41843475873412783,1.0
0.4422125937302353,0.44629139966946196,0.3074039874420951,1.0
0.7755162732061691,0.46017810141761667,0.5277658388173794,1.0
0.34353498686729644,0.6354353436236064,0.5298493740595959,0.0
0.33864156418682767,0.5779498210808452,0.10865833991991719,0.0
0.4519157205264608,0.6553481733400807,0.931673090709588,0.0
0.6759159014123871,0.8100202000673171,0.7248039990731221,0.0
0.4525333277964152,0.6384523271027469,0.21710571730358613,1.0
0.3664439478335194,0.7849828662012829,0.6448359184760752,0.0
0.6122294886250547,0.32204690110877343,0.3105306840187758,1.0
0.31692239193275784,0.9661652092728876,0.6177366138144404,0.0
0.5722357859027583,0.6376778984608491,0.3695789729653668,1.0
0.6875696748189488,0.4621451664288403,0.32421117511856146,0.0
0.46225793750729305,0.5551502755572275,0.5333043538443686,1.0
0.7402819008529189,0.2890627329688765,0.4405016588061059,1.0
0.780896818507456,0.6671350519075282,0.4576674092233314,1.0
0.8038992501648765,0.5085533488935324,0.4892616232142568,1.0
0.21701073289879047,0.8129112154254133,0.6850286690460788,0.0
0.28072084569095773,0.44058704394374615,0.26493767637033594,1.0
0.5101299129159221,0.36448323625333623,0.3997685281450487,1.0
0.3507681710037412,0.5388522496165058,0.6803985961100585,1.0
0.6725508232911233,0.6652552020953187,0.4469967529473979,1.0
0.4785720110598034,0.5770104815861493,0.5938451284032111,0.0
0.666168524255218,0.4473036579510101,0.5402408948859034,0.0
0.6819766087750921,0.5763404761832077,0.6307832281605203,1.0
0.46364555013934344,0.8137857402171826,0.761001380181677,0.0
0.3822939191723435,0.4725507613408342,0.5778722220203523,1.0
0.8756249775398982,0.5790349488634211,0.36813098669061073,1.0
0.7227895265442164,0.49232669056200346,0.33890930407562764,1.0
0.44047198080052813,0.3513929877165427,0.25567593189513527,1.0
0.44901449284509865,0.6307599441937523,0.6453496729239563,1.0
0.22268289449155593,0.8822985683181293,0.6711952992789155,0.0
0.7278036185323652,0.5416132638320053,0.33209316660087046,1.0
0.6298914080844163,0.5336995926607395,0.2534733023225417,0.0
0.05455613928916686,0.3955958416441026,0.29413755644518513,1.0
0.5873012868479868,0.005129728425805502,0.45358158514540936,1.0
0.4430879688587997,0.5076819112410795,0.34793517976653576,1.0
0.35885268525069425,0.4633099929411244,0.6431010480901659,1.0
0.43801759998079726,0.25104780196438337,0.33417184073019796,1.0
0.8207504568962419,0.3754730005620892,0.6109050647294383,1.0
0.614617859409356,0.6856916354513405,0.589894226604376,0.0
0.3886414992942119,0.5315232784330691,0.2654657870208288,1.0
0.5817469931086418,0.4773704550598668,0.7349900169591831,0.0
0.4059484919300066,0.606022091168493,0.7910552913390085,0.0
0.06963705713240559,0.5375639740790892,0.17628830586973954,1.0
0.40307237732874845,0.378406305997113,0.3565355743356053,0.0
0.2509020434103719,0.9624758942713217,0.6283024657166679,0.0
0.5806228270011826,0.7216927297382889,0.6548763886598457,0.0
0.45060468294472855,0.53212205304638,0.4554086536566695,0.0
0.5321460227080127,0.5770104815861493,0.5834749996690802,0.0
0.4741126670627485,0.5177204218994018,0.22890962198449127,0.0
0.46760118648915827,0.5573190033897356,0.3211696390178337,1.0
0.41017207646423387,0.729870176743462,0.8039120912260161,0.0
0.7491058000170472,0.4835329879723985,0.2189058235019294,1.0
0.3864452743475607,0.6935493523747603,0.6674819181614169,0.0
0.29496929713683073,0.4319755095755462,0.416802871738214,1.0
0.33970391802053945,0.47163495891284235,0.38739920370034336,1.0
0.47208161490330647,0.38082432926535714,0.29161485224049,1.0
0.3991290203373171,0.36009162735213485,0.49537952559340914,0.0
0.46142993600877713,0.5461496420374318,0.38300527157435343,1.0
0.5220112540486208,0.5205056665359171,0.5010351850548841,1.0
0.3491683909166746,0.6057359431447251,0.5772759707067737,1.0
0.38555631986261407,0.20668392473709518,0.5999794853043559,1.0
0.4151293257233999,0.4100555073453701,0.5045996078300601,1.0
0.36704496599430425,0.5254852483255298,0.36100734250205146,1.0
0.6608048321428828,0.7802963657991338,0.705424872272303,0.0
0.3667837392311344,0.528958902715943,0.373451098070591,1.0
0.5373393525037093,0.7280213231689728,0.5677782206997057,0.0
0.5173687780978453,0.7965040466072999,0.47461301361135244,1.0
0.7436106606443869,0.29791571399648176,0.3237119987036504,1.0
0.41657688134404786,0.491915354775659,0.5804321485939904,0.0
0.4449167443302629,0.6822374896141165,0.4445019808342385,1.0
0.542876746362001,0.4615094698860746,0.2781581725734884,1.0
0.5446154228919629,0.5770104815861493,0.5381736726987801,0.0
0.40407580266972615,0.8051191103538022,0.6418814416394358,0.0
0.8045189071757217,0.36247182120655924,0.26782583715850977,1.0
0.10636493867101315,0.44346699815445484,0.2865348940744201,1.0
0.6857640207778208,0.8547857555716022,0.5632457813656536,0.0
0.7069062667918218,0.6670289708090178,0.3379647922570632,1.0
0.7953921650341542,0.4152540898342921,0.383459723484584,1.0
0.47848996294134516,0.6325884310876589,0.8875069531133716,0.0
0.48474127967235775,0.72974134638928,0.5971980591962726,0.0
0.7997614763050853,0.6317755107842462,0.2790424139456579,1.0
0.3351150591166242,0.6223965350753511,0.48249532383531635,1.0
0.5230275753548662,0.6165397845910201,0.5407886431660797,1.0
0.30836434553998465,0.48664156351149823,0.7497337429250552,1.0
0.7426516271858727,0.7265158927290776,0.6420563594295022,0.0
0.7263887399925864,0.8048591410920654,0.7372938398124187,0.0
0.29966101885705987,0.38769264859784247,0.3865603290688614,1.0
0.6399404619671,0.5770104815861493,0.7019922135038154,0.0
0.5103056326423981,0.5604844845590087,0.4801478415130857,1.0
0.7224160647959428,0.5239178434781274,0.49229980532975887,1.0
0.28456582907397043,0.7119390793237778,0.8032533850675733,0.0
0.6756030418951703,0.722379986975541,0.8582102374313694,0.0
0.28307346224616103,0.5550079756045269,0.4280238739516574,1.0
0.6341218677899242,0.6057199672560514,0.7262750473256447,0.0
0.4703702743723099,0.6009104518493856,0.7229294746596302,0.0
0.2588875167171083,0.463392720289288,0.2551705815247948,1.0
0.6698055614814522,0.7788219376621827,0.7631954671931023,0.0
0.5778976704816026,0.8023153776126912,0.5765350349566281,0.0
0.23584734798786672,0.5377407067589476,0.4203541268130051,1.0
0.28164494445494703,0.46971922043668835,0.6766702087934051,1.0
0.5692486352542362,0.8750789644036003,0.7501819628728406,1.0
0.25359625000597075,0.5178096388046355,0.6551101298921342,0.0
0.3392948053728486,0.8485409777461277,0.757145273427049,0.0
0.5824447691967348,0.42850945409918006,0.37608684365318756,1.0
0.10789713200267553,0.4462045562452075,0.3792189925502524,1.0
0.3631172488105775,0.6253366577010044,0.46630538977068386,1.0
0.8220699920327237,0.7925572569837673,0.8239811161672497,0.0
0.21276265982760356,0.5640546823332112,0.48725663532506025,1.0
0.506959159337168,1.0,0.5264411346410013,0.0
0.5957236677030954,0.3714463680264919,0.5274551398414344,1.0
0.3385514111362827,0.8565327396122815,0.5171776317864051,0.0
0.6757566172925146,0.4779998157724271,0.6076205348993698,1.0
0.22172387812728583,0.8068613662284764,0.6428773269134591,0.0
0.46119446394018726,0.3238870279155791,0.4073541012284534,0.0
0.1493175455114707,0.8632326056495215,0.5051404400639065,0.0
0.7328861512847551,0.3763062596121516,0.5745825552127516,1.0
0.11711623698358065,0.8478372547027019,0.7154400483740602,0.0
0.7103981312436608,0.6238995656232523,0.10841374917693758,1.0
0.45795442066210856,0.5130380214949029,0.24315469601834505,1.0
0.7264534302072203,0.6519702773431083,0.5242364684492352,1.0
0.6140136395288024,0.48246782740725963,0.7804938314196908,0.0
0.7036601448775262,0.30613435553302315,0.36290852385801964,1.0
0.45031146135214595,0.6338005199223682,0.24529656508848657,0.0
0.9394477960995237,0.6043467954355719,0.6496063536148942,0.0
0.3026152915290854,0.5251801188382151,0.36895364128256936,1.0
0.5321365026989553,0.5747109445776979,0.48168648544047554,1.0
0.5234149417988749,0.5989189646504535,0.34977163779667175,1.0
0.3576453321353824,0.42985407889828314,0.6209117075816212,1.0
0.22515806190354176,0.6816929956969168,0.498340817630168,1.0
0.6457588588336547,0.4848033382428359,0.6812469594866442,0.0
0.38873180781524364,0.49284369466413264,0.4449244358927083,1.0
0.42546520523335235,0.4853328819359806,0.09817404287098624,1.0
0.53558829502474,0.3758501118986825,0.17926901263930822,1.0
0.4786854147213723,0.22860607652714127,0.36950122620177606,1.0
0.7377385489674859,0.677216153249156,0.3369705971582127,1.0
0.5853309960256925,0.5279232437446144,0.5022751532960389,1.0
0.5081888046107299,0.31497325013821437,0.22967897903664164,1.0
0.4240914619909058,0.7529411131963964,0.7067125634916647,0.0
0.6619758030627959,0.5242768231716322,0.7283235924511557,0.0
1.0,0.9204352060470091,0.5290735059460598,0.0
0.5203450509170109,0.267016958774402,0.20556569292334642,1.0
0.7063857494739731,0.8117127789463795,0.5201522314411045,0.0
0.6198562720249665,0.6124896380880269,0.7638055160953843,0.0
0.16144986655814347,0.569647193738226,0.4360750916101257,1.0
0.4284399325616399,0.3854351632442764,0.4119139514809078,1.0
0.41614611924673517,0.34563071100520837,0.7713576179797323,1.0
0.7793907335545007,0.5010926778569781,0.42833718911472085,1.0
0.4022390627668888,0.6509357017518975,0.5299816777229717,1.0
0.5920741018671977,0.3851644665275909,0.24839685982938473,1.0
0.42290374972163314,0.9019160926089018,0.7578092290764917,0.0
0.6363429382665583,0.37152824671106716,0.5537831166734487,1.0
0.2521212587969001,0.42672323891534747,0.5333436458057053,1.0
0.41687933321465825,0.724879802206984,0.7627847936050363,0.0
0.6022906454839813,0.2361238643741202,0.7144649309584415,1.0
0.36869080948400385,0.4816620056617918,0.5986428062725622,1.0
0.4867816082252214,0.5131770875624848,0.5105223423028905,1.0
0.37486424285045994,0.6475872487301045,0.7074928200281625,0.0
0.5707692445025302,0.4520783576452547,0.36136322835757684,1.0
0.41263072340407636,0.6581523880619304,0.6288175026403815,0.0
0.38306788931765556,0.41388326671766024,0.126775448818714,1.0
0.8593272921960489,0.7141415592257055,0.6992562264473617,0.0
0.5244921344153508,0.7472462999394867,0.5148245118048276,1.0
0.35639958239618397,0.45214939494140405,0.44359503701189595,1.0
0.7112166456864174,0.5168877108920622,0.3066714581049166,1.0
